Recommendation reliability,BeMF,PMF,BiasedMF,NMF,BNMF,URP,SVD++
0,0.52196971666,0.26150021052,0.282025319,0.26390021368,0.52209712971,0.50693276708,0.28147604175
0.1,0.52111404068,0.26150021052,0.282025319,0.26390021368,0.52209712971,0.48393734961,0.28147604175
0.2,0.51893229329,0.26150021052,0.282025319,0.26390021368,0.52209712971,0.48224274898,0.28147604175
0.3,0.51322642851,0.26150021052,0.282025319,0.26390021368,0.52187302409,0.48210805924,0.28147604175
0.4,0.4975244861,0.26150021052,0.282025319,0.26390021368,0.52009987331,0.48080734119,0.28147604175
0.5,0.46973367841,0.26150021052,0.282025319,0.26390021368,0.51084114224,0.48042160789,0.28147604175
0.6,0.42106813592,0.26150021052,0.282025319,0.26390021368,0.47621070486,0.48004130746,0.28147604175
0.7,0.3348851234,0.26150021052,0.282025319,0.26390021368,0.36903832955,0.47961346946,0.28147604175
0.8,0.22913050387,0.26150021052,0.282025319,0.26390021368,0.19042150856,0.47953197651,0.28147604175
0.9,0.10541870284,0.26150021052,0.282025319,0.26390021368,0.02293938874,0.47949842059,0.28147604175
